Best Hand,Age,House_Gryffindor,House_Hufflepuff,House_Ravenclaw,House_Slytherin,Herbology,Defense Against the Dark Arts,Potions,Charms,Flying,Divination,Transfiguration,Care of Magical Creatures
0.0,-0.6308341340361002,0.0,0.0,1.0,0.0,0.8666278129868772,1.0214988017793332,-0.7028286982431461,1.1979131321054897,-0.5060960596965038,0.37054886438475376,0.22151631060956617,0.8067535497636623
1.0,-0.3077995484262986,0.0,0.0,0.0,1.0,-1.3760175363637266,1.1444927538186687,0.41221315485860743,-1.0103705802429128,-1.3935865015332292,-2.1401034125684077,0.6586097151089664,0.16325177607308244
0.0,-0.3462560467131799,0.0,0.0,1.0,0.0,1.2490931409100647,0.7880430234660823,0.8893238222852163,1.818754476160533,0.08149725386244623,0.7150529217410131,1.3235886481496502,-0.46245409430080825
0.0,-0.9038752718729562,1.0,0.0,0.0,0.0,-1.4736075334427696,-1.2508268423380076,-1.6599133234011294,-1.5413667952806338,1.8267447470399802,0.20145519448351518,-2.50278518259304,0.05427956146920132
1.0,0.06330566004210422,0.0,0.0,0.0,1.0,-1.0509051242866894,1.262603761975593,1.8638907758157284,-0.527632667866873,-0.5860686272372438,-2.3781950742109568,0.5194378332476007,1.1509993693711122
0.0,0.29019899993470294,1.0,0.0,0.0,0.0,-1.2283112928601145,-0.8649321357903225,-1.574599146780558,-1.0207752588929613,2.2724380176804893,0.6458119793245578,-2.391801151846438,1.2511301352750803
1.0,-1.71146173589746,0.0,1.0,0.0,0.0,1.2868429370663466,-0.9239594925010413,-1.2578858456372524,-0.14380981235063936,-0.2313185199411407,0.03867824213605852,0.2586258552388575,-0.47714491890844635
1.0,0.6747639828035144,0.0,1.0,0.0,0.0,0.8201095275350188,-1.072953374683525,1.0713613679014564,0.07070582532933942,0.4320436749160233,0.5250654937772651,0.14158939706049076,-0.44310224251163244
0.0,-1.2519065813692305,0.0,1.0,0.0,0.0,0.788776543627863,-0.7540823068722765,0.13113670691184404,-0.1823228397049164,-0.018570984496223342,-0.0444108887636882,0.38063610635518563,-0.8792249317352069
1.0,-0.5981461104922513,0.0,1.0,0.0,0.0,0.0966969893480609,-1.272583226405127,0.689986790652856,-0.07870768337173013,-0.15288388639156877,0.9460990138043437,0.1585416609611541,-0.899331689826549
0.0,1.5361895444296516,0.0,0.0,0.0,1.0,-1.628988006031251,1.1294124026698864,1.6051757086286247,-0.889754434101508,-1.0549334366780185,-2.278099396051028,1.1979357107243345,1.8973019356045828
1.0,0.8016704271502221,0.0,0.0,1.0,0.0,0.2952306586221044,0.4650096018217103,1.1082306009870857,1.2132206283549742,-0.43483845143904964,0.8275390843333601,0.7630615812825982,-1.0781829498085682
0.0,-1.6922334867540196,0.0,0.0,1.0,0.0,0.5449222422925861,0.9443836800168046,1.177684385396475,1.5864668364737664,-0.05609657388072443,0.4256986676427728,1.0444316567891656,0.6533233267564637
0.0,1.1362419622460882,1.0,0.0,0.0,0.0,-1.2861974230581368,-0.8155976748354192,-0.30398283639668566,-1.0205281249977043,1.5563759513926325,0.29839251386655286,-1.4341994782673182,-1.1022090840741383
0.0,-1.4518803724610125,1.0,0.0,0.0,0.0,-1.1526695539323226,-1.161622486547924,-0.9372789955253997,-1.3223070827523977,1.9470111851493241,0.2818718679566618,-2.156241162870628,0.24771714676209775
1.0,-0.590454810834875,0.0,0.0,1.0,0.0,1.085764524779384,0.37600639125602386,1.850209080294903,1.884090072644177,-0.11535829700706766,1.1441038140478923,1.3912754888706256,0.3373380281863274
1.0,0.03638611124128745,0.0,1.0,0.0,0.0,1.1067714416178231,-0.7915894788223874,-0.810467989376907,0.035701643741349466,-0.1913322361707707,0.6047533152249753,0.5009575301602778,0.14112156632012895
0.0,-1.611474840351569,0.0,0.0,1.0,0.0,0.9092749957267925,0.5937083243204092,1.0794110480157584,1.653511870638424,-0.24803073597850045,0.8824459369162336,1.128753633813775,0.44436835840925715
0.0,-0.11359423207754903,0.0,1.0,0.0,0.0,-0.2046048278459719,-1.203726108144228,0.12116148634612699,-0.28678303451865556,0.01013711667224744,1.5121740868932603,0.9926674894713888,1.8703802145326671
0.0,-1.5730183420646882,0.0,0.0,1.0,0.0,1.2946877662117704,1.0662319232016146,0.4250087659097698,1.6482400604949181,-0.2960142765029445,0.6249182212620483,0.12195399252767315,0.3120789062255405
0.0,0.20367187878922052,0.0,1.0,0.0,0.0,0.940516627974696,-0.8874828147224519,-0.2776282496945083,-0.15365075239169243,-0.02779858844323179,0.02118579352558543,0.15973081034414366,1.439774137044255
0.0,0.8305128008653829,0.0,0.0,0.0,1.0,-1.503857922204639,0.8895170024932486,0.8927118638954625,-1.1086820381880436,-1.1679203205624997,-2.2358259785757184,0.2250579544458207,0.09224722668751469
1.0,-0.4923907402033281,0.0,1.0,0.0,0.0,0.5678198972831467,-1.0876324216196396,0.22583840659322105,-0.2081568732532589,0.5508747079669434,0.4725881479458463,0.4040663829314839,0.6920013384264089
0.0,1.374672251624751,1.0,0.0,0.0,0.0,-1.2018657756674125,-0.36757390580109744,-0.5136467999837392,-0.6918992653325995,1.5439699505305433,0.563694651125393,-1.190674541876618,-1.5300882850980004
