Index,Defense Against the Dark Arts,Herbology,Potions,Charms,Flying,Best Hand,Age,House_Gryffindor,House_Hufflepuff,House_Ravenclaw,House_Slytherin
0,1.0074940883983081,0.8799672194195189,-0.6981604925765728,1.1997400920493746,-0.499279397040695,-1.0068548942038953,-0.6487303484365742,0.0,0.0,1.0,0.0
1,1.1305963920836333,-1.3648161371824978,0.4075920635681985,-1.0045286108137326,-1.3864594889628814,0.9925455869219276,-0.3274027883635693,0.0,0.0,0.0,1.0
2,0.7738326469819,1.2627971674752436,0.8807279719678337,1.819452648226617,0.0881084387733126,-1.0068548942038953,-0.36565606932464145,0.0,0.0,1.0,0.0
3,-1.2668333632850293,-1.462499170871846,-1.6472717459088053,-1.534559390645773,1.8327456297043956,-1.0068548942038953,-0.9203286432601854,1.0,0.0,0.0,0.0
4,-0.766233393670651,-1.7160937454631058,-0.5316770673451906,-1.4823293334245755,1.395510154642006,-1.0068548942038953,0.40323487799290575,1.0,0.0,0.0,0.0
5,1.2488114502522132,-1.0393937818972105,1.8471759102249519,-0.5226683924071152,-0.5792239986695427,0.9925455869219276,0.041741372910775384,0.0,0.0,0.0,1.0
6,-1.1331378622398838,-1.1491510981266075,-1.3835709597901376,-1.6468429299177765,2.457030973962487,-1.0068548942038953,-1.0006605332784366,1.0,0.0,0.0,0.0
7,-0.7175819334329797,0.9191829718814097,0.194346582713785,-0.0781166569244828,0.516836988277761,0.9925455869219276,1.2562830434248111,0.0,1.0,0.0,0.0
8,-0.8805987024067469,-1.2169690791627692,-1.562668312763077,-1.014914372110346,2.2782830441667046,-1.0068548942038953,0.26743573058110026,1.0,0.0,0.0,0.0
9,-0.9396780593268415,1.3005829520850474,-1.2485935169784377,-0.13954338762308285,-0.22459794529029536,0.9925455869219276,-1.7236475434426974,0.0,1.0,0.0,0.0
10,-1.0888031978199744,0.8334045861479537,1.061248981847011,0.07458222665763203,0.43853227591309485,0.9925455869219276,0.6499685401918203,0.0,1.0,0.0,0.0
11,-0.7696512202202126,0.8020417312017496,0.12885723408654304,-0.1779863921948387,-0.011924806341758328,-1.0068548942038953,-1.266520835957887,0.0,1.0,0.0,0.0
12,-1.2886089136606167,0.10930238864733989,0.6830515962796474,-0.07455962462400745,-0.14619073984661787,0.9925455869219276,-0.616215059619663,0.0,1.0,0.0,0.0
13,1.1155027558843098,-1.6180277741387774,1.5906161711806093,-0.8841317639263728,-1.047924848988415,-1.0068548942038953,1.506842033719833,0.0,0.0,0.0,1.0
14,0.4505146487192112,0.30802532834021285,1.0978110612112297,1.215019756846635,-0.42804670712781157,0.9925455869219276,0.7762043673633578,0.0,0.0,1.0,0.0
15,0.9303110319915544,0.5579549534008139,1.1666862334130412,1.587587344253076,-0.049437273259909924,-1.0068548942038953,-1.7045209029621615,0.0,0.0,1.0,0.0
16,-0.8312207802087512,-1.2749103946205365,-0.30263737385446143,-1.014667687543646,1.562471380351484,-1.0068548942038953,1.1090079117246845,1.0,0.0,0.0,0.0
17,-1.1775504228278217,-1.1412552278136425,-0.9306576089741365,-1.3158979633644592,1.9529700113847013,-1.0068548942038953,-1.4654378969554613,1.0,0.0,0.0,0.0
18,0.3614330306854889,1.0993128433697144,1.8336081954773273,1.8846694542495324,-0.10867827292846625,0.9925455869219276,-0.6085644034274487,0.0,0.0,1.0,0.0
19,-0.8071914341512488,1.1203397869772291,-0.8049030520434468,0.03964168821491137,-0.18462564447587157,0.9925455869219276,0.014964076238024999,0.0,1.0,0.0,0.0
20,-1.2779797874394823,-0.9568083662275629,-0.9393913941459402,-1.0660553794933043,1.9819755527449112,-1.0068548942038953,0.24257109795640341,1.0,0.0,0.0,0.0
21,-1.2507456757104647,-1.321837556193253,-0.49302228632750694,-0.8948176391658814,1.179352251007083,-1.0068548942038953,-0.4459879593428926,1.0,0.0,0.0,0.0
22,0.5793267484871844,0.9226550594956362,1.0692316009189113,1.6545104799286001,-0.2413043171691443,-1.0068548942038953,-1.6241890129439103,0.0,0.0,1.0,0.0
23,-1.2196911356519986,-0.19228667212277203,0.11896511603916518,-0.2822566618324478,0.01677325578141776,-1.0068548942038953,-0.13422371951015585,0.0,1.0,0.0,0.0
24,1.052266617508984,1.3084352600329505,0.42028107572312245,1.649248254770761,-0.2892710781464529,-1.0068548942038953,-1.5859357319828382,0.0,0.0,1.0,0.0
25,-0.9031692473822057,0.9539264756932451,-0.2765023444553342,-0.14936643527676371,-0.021149183452779198,-1.0068548942038953,0.18136584841868836,0.0,1.0,0.0,0.0
26,0.8753960196131451,-1.4927783985897054,0.8840877881580809,-1.1026613229600535,-1.160872222058915,-1.0068548942038953,0.8048943280841618,0.0,0.0,0.0,1.0
27,-1.1034951762772793,0.5808744376799085,0.22276998382113186,-0.20377345537920122,0.5573217544872416,0.9925455869219276,-0.511018536976715,0.0,1.0,0.0,0.0
28,-0.3828023241836272,-1.1904983503566742,-0.5105546489082369,-0.686636327185953,1.5500697177911114,-1.0068548942038953,1.3461782536833307,1.0,0.0,0.0,0.0
29,-0.8076038795898114,0.4209563083793306,-0.6135440473197219,-0.04358081758658004,-1.2492212561666929,0.9925455869219276,-1.1689749695071534,0.0,1.0,0.0,0.0
30,-1.0794946961704912,0.44639243947777313,0.15218098799734736,-0.1445600650094637,-0.5981852182866412,-1.0068548942038953,-0.6123897315235558,0.0,1.0,0.0,0.0
31,-0.9150254420399412,-0.7601728964511206,-1.3562113543095036,-1.0217635634207758,2.0701196006946665,-1.0068548942038953,-1.094381071633063,1.0,0.0,0.0,0.0
32,0.6499278970656688,0.6391777444702688,1.1435559801406425,1.5571723876538133,-0.5830162425929624,0.9925455869219276,-0.33887877265189104,0.0,0.0,1.0,0.0
33,-0.7217296737127745,0.7229052668581026,-1.3956832456792259,-0.3132832142698837,-0.7244566916286159,0.9925455869219276,0.6346672278073914,0.0,1.0,0.0,0.0
34,1.5419821878331375,0.7378384470048072,-1.1289853510169874,1.4240877691123952,-0.6138666593753767,0.9925455869219276,-1.4214466238502288,0.0,0.0,1.0,0.0
35,0.6068013603788007,1.161827267826344,-0.4120758400998285,1.3802518079304027,0.297911771509532,0.9925455869219276,0.32672831607076175,0.0,0.0,1.0,0.0
36,-1.0202831192685897,1.073791586357825,-1.4062741365442957,-0.11435086834832087,0.0931305996448684,0.9925455869219276,0.6251039075671234,0.0,1.0,0.0,0.0
37,-0.6657133640666604,1.0646373056814336,-0.06830007401536846,0.22609543280625186,-0.06460624895358871,0.9925455869219276,-1.4137959676580143,0.0,1.0,0.0,0.0
38,1.2596771821640984,-1.9205433440935553,1.8334544965089146,-0.9122663092777147,-1.5087337322234136,0.9925455869219276,1.1855144736468282,0.0,0.0,0.0,1.0
39,-1.0699268069604608,-1.0874461151608195,-0.5787831690319531,-0.9665289563848944,1.873127902834865,0.9925455869219276,-0.24707089834531812,1.0,0.0,0.0,0.0
40,-0.8761651586873686,-1.1474774965431285,-1.340382911864736,-1.0401739623041633,1.7140586442092605,-1.0068548942038953,-1.3315514135917095,1.0,0.0,0.0,0.0
41,-0.861454775256234,0.8317025903437709,0.35624591950968565,0.30166503306387077,0.5007455748729802,0.9925455869219276,1.698108438525193,0.0,1.0,0.0,0.0
42,1.2069772354692307,1.047905852338089,0.5099271018589588,1.4865785401539982,-0.19743727935228944,-1.0068548942038953,0.005400755997757114,0.0,0.0,1.0,0.0
43,-0.7581493228048839,0.5208148975657731,0.10487108251352854,-0.2165351187237494,-0.8867032357035721,0.9925455869219276,1.2295057467520611,0.0,1.0,0.0,0.0
44,-0.7725868296406908,0.7736351661829275,-0.6268234591149973,-0.18836078553906924,-0.23648714245561117,-1.0068548942038953,0.24830909010056415,0.0,1.0,0.0,0.0
45,0.8677311775916076,1.1726566807881051,1.1430837850983677,1.7537333787083957,-0.5201879851590091,0.9925455869219276,-0.740538222743147,0.0,0.0,1.0,0.0
46,0.8210906418564343,0.6203046037405543,0.17568620368430868,1.164447147082799,-0.6204262164321027,-1.0068548942038953,-1.0676037749603127,0.0,0.0,1.0,0.0
47,-0.8801765053315225,0.6755458863154997,-0.8263307149467565,-0.19391175668742067,-0.6229885434073863,0.9925455869219276,1.3117503008183662,0.0,1.0,0.0,0.0
48,0.8153985660271958,-1.0998359028404412,0.531908984176055,-1.2091563008789048,-0.7802129266107866,-1.0068548942038953,-0.644905020340467,0.0,0.0,0.0,1.0
49,-1.1600331175022096,-0.9325426430458696,-1.3907624122440367,-1.12101488208153,1.7844713894900532,-1.0068548942038953,-0.6372543641482526,1.0,0.0,0.0,0.0
50,-0.7352594021801006,-1.366530318842999,-0.6273176604244851,-1.1050610977079893,1.5957816310301705,0.9925455869219276,0.06469334148741862,1.0,0.0,0.0,0.0
51,1.0462619866944425,-1.2359830222796504,1.229564173125409,-1.0997499903549064,-0.875633983170347,0.9925455869219276,1.0018987250336828,0.0,0.0,0.0,1.0
52,1.335875533796582,-0.4838012392844781,0.2820154530846713,-0.43697676734815555,-0.6363126436788609,0.9925455869219276,-0.23750757810505024,0.0,0.0,0.0,1.0
53,1.0654150227645713,0.6258947364693724,0.979337865726729,1.5491864011051388,-0.6050522545804012,0.9925455869219276,-1.725560207490751,0.0,0.0,1.0,0.0
