Astronomy,Herbology,Potions,Charms,Flying,House_Gryffindor,House_Hufflepuff,House_Ravenclaw,House_Slytherin
-1.0257539919429144,0.8687734732183364,-0.6996338360926718,1.1980872383762973,-0.5114725609407503,False,False,True,False
-1.148942210881564,-1.374059923396169,0.4149211650783054,-1.0077495760802602,-1.3969514122987026,False,False,False,True
-0.7919294741150132,1.251270871106788,0.891823515436829,1.8182406566148144,0.07478891053942796,False,False,True,False
1.2501607526935603,-1.4716581034596237,-1.6563005769386194,-1.5381574185678926,1.8160806166178776,True,False,False,False
-1.2672397734092447,-1.0489202504329782,1.8659649514841385,-0.5255465634426469,-0.59126386224149,False,False,False,True
0.8636565318822895,-1.2263412946284489,-1.5710236503741735,-1.0181427257831395,2.2607636765593075,True,False,False,False
0.9227771213200879,1.2890238326079078,-1.254448633261853,-0.14214900442738052,-0.23731783339461918,False,True,False,False
1.07200633685863,0.8222512871781378,1.0737815794351275,0.07212893831391273,0.42454078124100353,False,True,False,False
0.7526316175051919,0.7909156759800038,0.13396744132435862,-0.18061935726256617,-0.0250525126266258,False,True,False,False
1.2719515006070556,0.09877809038168664,0.6925735187605606,-0.07711901213148095,-0.1590609801958168,False,True,False,False
-1.1338380405692403,-1.6270516048012884,1.6073628450165187,-0.8872670791579597,-1.0590659402521085,False,False,False,True
-0.4683858265598776,0.29732840683238254,1.110634714598276,1.2133777730913136,-0.44037646555098875,False,False,True,False
-0.9485170681295804,0.5470409273037463,1.1800581739495113,1.5862104042069889,-0.062493046313895954,False,False,True,False
0.81424414796776,-1.2842322786159501,-0.30096211916945526,-1.0178958657256163,1.5463246402973,True,False,False,False
1.160815500108819,-1.1506932130918954,-0.9339817671905661,-1.3193404360592533,1.9360744581893747,True,False,False,False
-0.37924203690506597,1.0879285597659443,1.8522892296941307,1.8835038577208154,-0.12162044650854663,False,False,True,False
0.7901980314088781,1.1089372380479552,-0.8072261295316197,0.037163543253964655,-0.19742218274424933,False,True,False,False
-0.5972878265478428,0.911424231952124,1.0818277448810831,1.6531811488445178,-0.25399216943567116,False,False,True,False
1.2029856236743808,-0.20254899116470942,0.12399657616052968,-0.2849638045258243,0.0035905186095371673,False,True,False,False
-1.0705577685856456,1.2968693195473322,0.4277111892827244,1.647915180152024,-0.301866950216115,False,False,True,False
0.8862428292363083,0.9426684838311099,-0.2746190394626297,-0.15197904017415945,-0.0342592012382496,False,True,False,False
-0.8935637296024428,-1.5019110287361679,0.895210077753186,-1.1059520996082033,-1.1717967274744356,False,False,False,True
