Best Hand,Arithmancy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,Age,House_Gryffindor,House_Hufflepuff,House_Ravenclaw,House_Slytherin
0.0,-0.7885583758710946,0.3703973339645102,1.0836966800644814,0.2903751415867526,1.8891230669674777,1.0755659698774866,0.2806112226748065,0.6463999207793393,0.7960869067553257,0.5400359186665298,1.3983125272430708,-0.2351120904526886,0.8074389018932542,0.0,0.0,1.0,0.0
1.0,-0.1864340587958982,1.2868429370663466,-0.9239594925010411,0.0386782421360585,-0.3623351458621922,-1.4466463988490637,0.4442374958331358,0.2586258552388575,-1.2578858456372524,-0.4771449189084463,-0.1438098123506393,-0.2313185199411407,-1.71146173589746,0.0,1.0,0.0,0.0
1.0,-0.9995643023580244,0.6933644630139478,1.0583964878254533,-0.0657905481764884,1.355426456916724,0.7038818974068728,0.3111128146238544,0.2739176259926946,0.4169255740604083,2.1242913926212292,1.23571095168916,0.0442792512761787,0.9439594708116824,0.0,0.0,1.0,0.0
1.0,-0.6060006763299717,0.909269718368538,0.8132910598440649,0.3756508285628085,1.9894483530604976,0.8595611958867948,0.5157538966148003,0.822334477609946,0.6144495382354433,0.1889770417395179,1.506963748483274,-0.3348727420131245,-1.7460725843556533,0.0,0.0,1.0,0.0
1.0,-0.2433901525762877,-1.1511196255438914,-1.0237617505814314,0.5811870997358658,-0.1335533863138981,0.9065607328998432,-1.4053818923700272,-1.2771200702564738,-0.3706876226415107,0.6893527963662549,-0.9084045016992722,1.3109216864022073,1.109322413445271,1.0,0.0,0.0,0.0
0.0,-0.410978240034816,1.3261227932993016,-1.1729327550426651,0.1754594722429512,-0.1498112817426365,-1.6564794097249422,-0.0404365234808788,0.1449241994705158,-2.1458290354759915,0.4353970527026342,-0.2813791159334461,-0.0437931019513798,1.1285506625887114,0.0,1.0,0.0,0.0
0.0,1.2778444904147022,0.2034181542143451,-0.5838495853277222,0.3438242901187535,-0.7144138060844103,-0.7357448801647896,0.4169970472414546,0.7887900652342701,-0.0792391910353794,-0.3325163409421326,-0.3029811238837615,-0.7892809719369192,-1.173070759881124,0.0,1.0,0.0,0.0
0.0,-1.4295082605389962,0.8610985786562055,-1.0811644184046978,0.0967434534958229,-0.2582270586332092,-1.2376366729536843,0.2612563310514647,0.1681190988199217,-0.5836431389707506,0.3328560447100399,-0.2122898175200124,0.1282504471939557,1.4246656993976965,0.0,1.0,0.0,0.0
0.0,0.6913458241986283,0.9022588510394812,-0.6259618985190928,0.3090823435729529,-0.8556179389088964,-0.9939153691964464,1.0130143623839951,0.6353129498678695,0.036042719915658,-0.513456969046867,0.0117774882683253,-0.7078729993377556,-1.094234938393018,0.0,1.0,0.0,0.0
1.0,-0.4586901510550376,-1.4502322797070304,-0.9953901011921656,0.0024785915393851,-0.9959636295491676,0.922667758690864,-1.7199439298400372,-2.09507277372337,-0.3610155487567954,-0.250682289031092,-1.4295916649404896,1.9792052700311091,0.0325404614125993,1.0,0.0,0.0,0.0
1.0,1.061411334049222,-1.015215348124934,-1.0355698393895965,0.081437560961659,-1.4686568245050458,0.9442193493625288,-2.4594577960433734,-2.3697331032040703,-1.8661503591223991,2.219981804547968,-1.6396440872494575,2.318165921684553,0.4728673667973883,1.0,0.0,0.0,0.0
0.0,-3.136521157064974,0.2325719289346272,0.9766744043233504,-0.0774521805834703,0.2561453169436893,-0.0467256344147028,0.6403734414124463,0.3667552887504998,1.2946685750507532,-0.2371076109609459,1.0461273657831345,0.1038485612007556,0.1363730067871784,0.0,0.0,1.0,0.0
1.0,0.1353827810354964,0.474827296923125,1.332890695202974,0.1300276959907506,1.8646994450796988,0.9823221010537562,0.3369814533336522,0.2316251382773753,-0.0342588245764533,1.8375009865320568,1.3559626607500035,-0.3850093901252038,-1.574941166979032,0.0,0.0,1.0,0.0
0.0,-0.7233719774397168,0.6061735193446732,-0.8554232744166745,0.4976120674858283,-0.7578246989077261,-0.6404671643443185,0.9835039965126502,0.4603370021761075,0.9604719282041893,-0.3154028941369536,0.0649978295550334,-0.236137379780134,0.4824814913691088,0.0,1.0,0.0,0.0
1.0,-0.7493153290569623,0.4570817126083802,-1.261312765451121,1.2881735644091483,-0.6864138734937585,-0.5985170577856791,0.6852208859602757,0.4639345106032419,0.4425176123505728,0.7962792215599742,0.0659829485384297,-0.2073267496789187,1.3939005007681915,0.0,1.0,0.0,0.0
0.0,-0.9259090397205576,-1.2682047666734115,1.411962789564513,-2.3658045897785382,-0.7430131231505825,-1.523082209821426,0.7066387051672817,0.9007180304719857,1.382258616214204,1.3504638436731211,-0.6865295127236939,-1.3115633553375985,1.6304079652325103,0.0,0.0,0.0,1.0
0.0,-1.4116759337951883,0.9211048110580368,0.8842320805872187,0.4276422730439365,1.244741059050009,0.8294648504214814,-0.2026495377637021,0.6499992564659959,0.2515617702215277,-0.2876104535244502,1.405502187523035,0.3749350593773153,-0.2116583027090959,0.0,0.0,1.0,0.0
1.0,-3.777828881065527,0.7021633036185335,0.765773949809705,0.1395027723214234,1.1264867526693163,0.3697904133861979,0.1117848433511107,0.5251964614638144,1.0694630749380762,-2.299621554814954,1.3682316628403015,0.6203893243677405,0.2825077002773268,0.0,0.0,1.0,0.0
0.0,1.342613409624653,-1.2155957913293594,1.020011901371924,-1.6126574968276188,-0.7228791665554178,-1.0289533344752202,0.1288518408097719,0.6675866602423515,0.1616100823394419,1.948177837022413,-0.8656104775142713,-1.2932106763763256,0.2382827272474134,0.0,0.0,0.0,1.0
0.0,0.439128734567982,-1.2659346445613546,-0.5018123998378978,0.4366314480243184,0.0244232173028814,1.1227256811900042,-1.684649164635026,-1.3767861278698572,-0.8934231155086269,0.0643738422824385,-0.8204088908658037,1.242124772530622,-1.3884271502876586,1.0,0.0,0.0,0.0
1.0,1.4116167609376484,0.9571009845192742,-0.3088223233472905,-0.1675868810624353,-0.7285564335661979,-0.3855093447361039,0.1853827900813249,0.4820175768183403,-0.249639414690377,0.4903429558069322,-0.1033629907376342,-0.1293022318603249,-0.4039407941435015,0.0,1.0,0.0,0.0
